timestamp,Batch_ID,Temperature,Pressure,pH,Dissolved_Oxygen
2024-07-21 05:15:00,BATCH_0151,72.219,1.514,6.707,46.918
2024-07-21 05:20:00,BATCH_0151,72.741,1.503,6.653,46.388
2024-07-21 05:25:00,BATCH_0151,74.216,1.479,6.666,45.857
2024-07-21 05:30:00,BATCH_0151,73.376,1.517,6.684,45.842
2024-07-21 05:35:00,BATCH_0151,73.847,1.469,6.693,45.807
2024-07-21 05:40:00,BATCH_0151,73.035,1.5,6.702,45.566
2024-07-21 05:45:00,BATCH_0151,73.697,1.471,6.676,46.88
2024-07-21 05:50:00,BATCH_0151,73.564,1.492,6.692,45.834
2024-07-21 05:55:00,BATCH_0151,73.032,1.454,6.834,46.908
2024-07-21 06:00:00,BATCH_0151,72.781,1.508,6.603,45.491
2024-07-21 06:05:00,BATCH_0151,74.167,1.589,6.659,46.631
2024-07-21 06:10:00,BATCH_0151,72.682,1.539,6.613,46.469
2024-07-21 06:15:00,BATCH_0151,72.08,1.481,6.675,46.144
2024-07-21 06:20:00,BATCH_0151,74.256,1.514,6.693,46.173
2024-07-21 06:25:00,BATCH_0151,73.291,1.528,6.71,47.683
2024-07-21 06:30:00,BATCH_0151,72.361,1.48,6.686,45.755
2024-07-21 06:35:00,BATCH_0151,73.114,1.508,6.641,43.347
2024-07-21 06:40:00,BATCH_0151,73.417,1.447,6.628,45.823
2024-07-21 06:45:00,BATCH_0151,74.459,1.564,6.679,44.444
2024-07-21 06:50:00,BATCH_0151,73.909,1.587,6.775,46.037
2024-07-21 06:55:00,BATCH_0151,73.532,1.51,6.699,45.289
2024-07-21 07:00:00,BATCH_0151,72.318,1.533,6.699,46.649
2024-07-21 07:05:00,BATCH_0151,72.786,1.455,6.602,43.824
2024-07-21 07:10:00,BATCH_0151,73.897,1.577,6.691,46.123
2024-07-21 07:15:00,BATCH_0151,72.541,1.432,6.657,47.854
2024-07-21 07:20:00,BATCH_0151,74.823,1.426,6.726,47.636
2024-07-21 07:25:00,BATCH_0151,72.758,1.497,6.647,47.408
2024-07-21 07:30:00,BATCH_0151,73.644,1.416,6.675,45.572
2024-07-21 07:35:00,BATCH_0151,74.274,1.499,6.677,47.276
2024-07-21 07:40:00,BATCH_0151,71.773,1.411,6.767,45.554
2024-07-21 07:45:00,BATCH_0151,72.557,1.47,6.789,47.33
2024-07-21 07:50:00,BATCH_0151,71.905,1.494,6.651,47.535
2024-07-21 07:55:00,BATCH_0151,72.232,1.508,6.674,46.073
2024-07-21 08:00:00,BATCH_0151,73.336,1.542,6.654,44.664
2024-07-21 08:05:00,BATCH_0151,73.446,1.44,6.711,45.866
2024-07-21 08:10:00,BATCH_0151,72.37,1.434,6.726,45.819
2024-07-21 08:15:00,BATCH_0151,72.361,1.482,6.646,46.312
2024-03-29 00:00:00,BATCH_0152,76.533,1.515,6.751,32.798
2024-03-29 00:05:00,BATCH_0152,74.563,1.527,6.76,32.739
2024-03-29 00:10:00,BATCH_0152,76.614,1.446,6.72,33.692
2024-03-29 00:15:00,BATCH_0152,77.008,1.53,6.766,33.524
2024-03-29 00:20:00,BATCH_0152,75.239,1.457,6.849,33.129
2024-03-29 00:25:00,BATCH_0152,74.866,1.49,6.846,34.483
2024-03-29 00:30:00,BATCH_0152,75.486,1.458,6.799,35.844
2024-03-29 00:35:00,BATCH_0152,74.938,1.479,6.72,33.592
2024-03-29 00:40:00,BATCH_0152,75.855,1.464,6.747,33.439
2024-03-29 00:45:00,BATCH_0152,75.466,1.514,6.786,34.595
2024-03-29 00:50:00,BATCH_0152,75.961,1.66,6.77,36.032
2024-03-29 00:55:00,BATCH_0152,76.059,1.478,6.819,35.693
2024-03-29 01:00:00,BATCH_0152,76.095,1.532,6.746,35.245
2024-03-29 01:05:00,BATCH_0152,76.049,1.509,6.679,36.511
2024-03-29 01:10:00,BATCH_0152,77.175,1.496,6.734,34.166
2024-03-29 01:15:00,BATCH_0152,75.791,1.55,6.645,34.697
2024-03-29 01:20:00,BATCH_0152,74.565,1.436,6.782,34.336
2024-03-29 01:25:00,BATCH_0152,76.247,1.448,6.675,34.812
2024-03-29 01:30:00,BATCH_0152,74.531,1.417,6.752,32.444
2024-03-29 01:35:00,BATCH_0152,75.397,1.479,6.767,34.644
2024-03-29 01:40:00,BATCH_0152,77.273,1.443,6.653,31.585
2024-03-29 01:45:00,BATCH_0152,76.122,1.536,6.782,35.824
2024-03-29 01:50:00,BATCH_0152,74.902,1.482,6.699,31.074
2024-03-29 01:55:00,BATCH_0152,76.084,1.538,6.721,33.574
2024-03-29 02:00:00,BATCH_0152,75.66,1.521,6.744,33.747
2024-03-29 02:05:00,BATCH_0152,76.712,1.515,6.812,35.186
2024-03-29 02:10:00,BATCH_0152,74.869,1.586,6.729,34.499
2024-03-29 02:15:00,BATCH_0152,76.194,1.47,6.757,35.58
2024-03-29 02:20:00,BATCH_0152,76.316,1.467,6.709,34.035
2024-03-29 02:25:00,BATCH_0152,76.176,1.529,6.786,34.727
2024-03-29 02:30:00,BATCH_0152,74.301,1.474,6.722,36.249
2024-03-29 02:35:00,BATCH_0152,77.195,1.486,6.821,34.106
2024-03-29 02:40:00,BATCH_0152,76.009,1.513,6.86,34.938
2024-03-29 02:45:00,BATCH_0152,75.529,1.624,6.753,34.763
2024-03-29 02:50:00,BATCH_0152,75.49,1.473,6.758,34.425
2024-03-29 02:55:00,BATCH_0152,76.086,1.338,6.737,34.176
2024-03-29 03:00:00,BATCH_0152,75.955,1.543,6.646,34.043
2024-03-29 03:05:00,BATCH_0152,76.076,1.607,6.766,35.733
2024-03-29 03:10:00,BATCH_0152,74.689,1.512,6.782,33.418
2024-03-29 03:15:00,BATCH_0152,76.487,1.449,6.681,34.931
2024-03-29 03:20:00,BATCH_0152,77.06,1.552,6.759,33.918
2024-03-29 03:25:00,BATCH_0152,75.509,1.521,6.679,33.346
2024-03-29 03:30:00,BATCH_0152,76.846,1.541,6.757,34.983
2024-03-29 03:35:00,BATCH_0152,75.978,1.597,6.698,33.658
2024-03-29 03:40:00,BATCH_0152,75.984,1.554,6.821,36.182
2024-03-29 03:45:00,BATCH_0152,75.217,1.451,6.748,35.758
2024-03-29 03:50:00,BATCH_0152,75.791,1.493,6.783,33.869
2024-03-29 03:55:00,BATCH_0152,75.993,1.508,6.76,33.742
2024-03-29 04:00:00,BATCH_0152,75.766,1.5,6.719,33.203
2024-03-29 04:05:00,BATCH_0152,74.664,1.55,6.813,35.08
2024-03-29 04:10:00,BATCH_0152,76.16,1.645,6.735,34.243
2024-03-29 04:15:00,BATCH_0152,75.837,1.509,6.663,35.459
2024-03-29 04:20:00,BATCH_0152,75.458,1.481,6.775,33.955
2024-03-29 04:25:00,BATCH_0152,75.638,1.457,6.696,35.117
2024-03-29 04:30:00,BATCH_0152,76.09,1.591,6.678,34.2
2024-03-29 04:35:00,BATCH_0152,75.561,1.485,6.784,34.339
2024-03-29 04:40:00,BATCH_0152,76.478,1.45,6.74,32.884
2024-03-29 04:45:00,BATCH_0152,75.11,1.443,6.798,33.888
2024-03-29 04:50:00,BATCH_0152,75.951,1.402,6.789,34.264
2024-03-29 04:55:00,BATCH_0152,75.928,1.566,6.771,32.438
2024-03-29 05:00:00,BATCH_0152,76.216,1.553,6.675,34.401
2024-03-29 05:05:00,BATCH_0152,74.7,1.555,6.766,34.172
2024-03-29 05:10:00,BATCH_0152,75.546,1.467,6.729,33.757
2024-03-29 05:15:00,BATCH_0152,76.135,1.507,6.745,31.467
2024-03-29 05:20:00,BATCH_0152,76.952,1.557,6.716,34.218
2024-03-29 05:25:00,BATCH_0152,75.97,1.568,6.818,34.195
2024-03-29 05:30:00,BATCH_0152,74.753,1.53,6.845,33.474
2024-03-29 05:35:00,BATCH_0152,75.841,1.513,6.725,32.229
2024-03-29 05:40:00,BATCH_0152,74.861,1.531,6.755,34.271
2024-03-29 05:45:00,BATCH_0152,74.952,1.512,6.77,33.679
2024-03-29 05:50:00,BATCH_0152,75.874,1.489,6.764,35.889
2024-03-29 05:55:00,BATCH_0152,75.215,1.615,6.92,35.125
2024-03-29 06:00:00,BATCH_0152,76.666,1.485,6.757,34.6
2024-03-29 06:05:00,BATCH_0152,76.458,1.507,6.817,36.016
2024-03-29 06:10:00,BATCH_0152,75.807,1.471,6.817,34.795
2024-03-29 06:15:00,BATCH_0152,75.893,1.467,6.764,34.117
2024-03-29 06:20:00,BATCH_0152,74.513,1.534,6.794,34.209
2024-03-29 06:25:00,BATCH_0152,75.958,1.583,6.77,34.834
2024-03-29 06:30:00,BATCH_0152,75.961,1.579,6.807,35.989
2024-03-29 06:35:00,BATCH_0152,76.293,1.552,6.714,34.339
2024-03-29 06:40:00,BATCH_0152,76.295,1.577,6.814,34.079
2024-03-29 06:45:00,BATCH_0152,75.61,1.49,6.687,34.759
2024-03-29 06:50:00,BATCH_0152,75.639,1.493,6.825,34.037
2024-03-29 06:55:00,BATCH_0152,75.369,1.558,6.833,34.333
2024-03-29 07:00:00,BATCH_0152,75.584,1.504,6.804,34.085
2024-03-29 07:05:00,BATCH_0152,76.11,1.469,6.922,33.992
2024-03-29 07:10:00,BATCH_0152,76.207,1.535,6.799,33.313
2024-03-29 07:15:00,BATCH_0152,76.106,1.526,6.709,34.203
2024-03-29 07:20:00,BATCH_0152,74.704,1.465,6.694,34.381
2024-03-29 07:25:00,BATCH_0152,76.082,1.512,6.807,35.384
2024-03-29 07:30:00,BATCH_0152,76.344,1.51,6.82,33.524
2024-03-29 07:35:00,BATCH_0152,75.43,1.495,6.766,36.468
2024-03-29 07:40:00,BATCH_0152,76.605,1.466,6.851,33.22
2024-03-29 07:45:00,BATCH_0152,75.978,1.565,6.781,34.167
2024-03-29 07:50:00,BATCH_0152,76.492,1.587,6.775,34.499
2024-03-29 07:55:00,BATCH_0152,76.645,1.462,6.718,34.869
2024-03-29 08:00:00,BATCH_0152,76.505,1.418,6.787,34.753
2024-03-29 08:05:00,BATCH_0152,76.247,1.512,6.679,34.441
2024-03-29 08:10:00,BATCH_0152,77.189,1.553,6.72,35.552
2024-03-29 08:15:00,BATCH_0152,76.788,1.481,6.741,32.2
2024-07-10 00:00:00,BATCH_0153,74.181,1.492,6.935,43.378
2024-07-10 00:05:00,BATCH_0153,74.15,1.508,6.962,44.227
2024-07-10 00:10:00,BATCH_0153,75.452,1.542,6.792,44.381
2024-07-10 00:15:00,BATCH_0153,73.373,1.524,6.941,44.309
2024-07-10 00:20:00,BATCH_0153,72.731,1.476,6.939,43.657
2024-07-10 00:25:00,BATCH_0153,74.134,1.429,6.89,42.334
2024-07-10 00:30:00,BATCH_0153,74.405,1.443,6.795,41.541
2024-07-10 00:35:00,BATCH_0153,73.94,1.435,6.913,43.422
2024-07-10 00:40:00,BATCH_0153,75.154,1.551,6.916,44.092
2024-07-10 00:45:00,BATCH_0153,72.96,1.454,6.865,43.546
2024-07-10 00:50:00,BATCH_0153,73.931,1.463,6.88,43.511
2024-07-10 00:55:00,BATCH_0153,74.839,1.493,6.851,41.788
2024-07-10 01:00:00,BATCH_0153,73.011,1.442,6.956,43.754
2024-07-10 01:05:00,BATCH_0153,74.629,1.413,6.853,43.926
2024-07-10 01:10:00,BATCH_0153,73.988,1.505,6.853,44.223
2024-07-10 01:15:00,BATCH_0153,72.587,1.492,6.999,43.791
2024-07-10 01:20:00,BATCH_0153,74.865,1.423,6.932,42.148
2024-07-10 01:25:00,BATCH_0153,74.361,1.521,6.816,42.265
2024-07-10 01:30:00,BATCH_0153,72.976,1.357,6.96,44.356
2024-07-10 01:35:00,BATCH_0153,73.224,1.445,6.775,42.229
2024-07-10 01:40:00,BATCH_0153,75.023,1.352,6.803,43.551
2024-07-10 01:45:00,BATCH_0153,74.556,1.411,6.822,42.626
2024-07-10 01:50:00,BATCH_0153,73.596,1.308,6.868,41.589
2024-07-10 01:55:00,BATCH_0153,73.387,1.486,6.837,42.953
2024-07-10 02:00:00,BATCH_0153,73.677,1.388,6.876,44.123
2024-07-10 02:05:00,BATCH_0153,74.559,1.435,6.835,43.519
2024-07-10 02:10:00,BATCH_0153,75.67,1.486,6.877,42.861
2024-07-10 02:15:00,BATCH_0153,73.41,1.353,6.876,42.091
2024-07-10 02:20:00,BATCH_0153,73.808,1.476,6.953,41.818
2024-07-10 02:25:00,BATCH_0153,73.247,1.513,6.831,42.844
2024-07-10 02:30:00,BATCH_0153,73.047,1.526,6.893,42.132
2024-07-10 02:35:00,BATCH_0153,74.937,1.54,6.808,44.585
2024-07-10 02:40:00,BATCH_0153,74.12,1.382,6.871,43.495
2024-07-10 02:45:00,BATCH_0153,72.477,1.569,6.845,43.786
2024-07-10 02:50:00,BATCH_0153,73.879,1.446,6.846,43.423
2024-07-10 02:55:00,BATCH_0153,73.07,1.46,6.796,44.358
2024-07-10 03:00:00,BATCH_0153,73.481,1.451,6.901,44.917
2024-07-10 03:05:00,BATCH_0153,75.393,1.506,6.815,44.893
2024-07-10 03:10:00,BATCH_0153,73.192,1.407,6.853,43.792
2024-07-10 03:15:00,BATCH_0153,75.814,1.447,7.017,44.316
2024-07-10 03:20:00,BATCH_0153,73.57,1.506,6.825,42.724
2024-07-10 03:25:00,BATCH_0153,73.327,1.493,6.934,43.359
2024-07-10 03:30:00,BATCH_0153,73.727,1.448,6.784,42.792
2024-07-10 03:35:00,BATCH_0153,74.007,1.569,6.817,43.672
2024-07-10 03:40:00,BATCH_0153,72.884,1.48,6.892,44.724
2024-07-10 03:45:00,BATCH_0153,74.025,1.467,6.897,43.006
2024-07-10 03:50:00,BATCH_0153,74.086,1.458,6.826,44.077
2024-07-10 03:55:00,BATCH_0153,75.259,1.408,6.894,44.948
2024-07-10 04:00:00,BATCH_0153,73.844,1.545,6.925,42.026
2024-07-10 04:05:00,BATCH_0153,73.523,1.507,6.783,42.285
2024-07-10 04:10:00,BATCH_0153,74.281,1.432,6.813,43.326
2024-07-10 04:15:00,BATCH_0153,74.957,1.419,6.843,43.058
2024-07-10 04:20:00,BATCH_0153,75.483,1.409,6.82,43.754
2024-07-10 04:25:00,BATCH_0153,75.199,1.423,6.968,41.415
2024-07-10 04:30:00,BATCH_0153,72.841,1.422,6.873,42.899
2024-07-10 04:35:00,BATCH_0153,73.248,1.345,6.876,43.012
2024-07-10 04:40:00,BATCH_0153,73.94,1.408,6.858,43.134
2024-07-10 04:45:00,BATCH_0153,73.537,1.424,6.902,41.609
2024-07-10 04:50:00,BATCH_0153,73.891,1.431,6.846,44.31
2024-07-10 04:55:00,BATCH_0153,74.527,1.469,6.903,43.847
2024-07-10 05:00:00,BATCH_0153,73.291,1.453,6.836,43.251
2024-07-10 05:05:00,BATCH_0153,71.388,1.309,6.885,44.864
2024-07-10 05:10:00,BATCH_0153,73.868,1.413,6.85,43.637
2024-07-10 05:15:00,BATCH_0153,75.313,1.284,6.912,42.557
2024-07-10 05:20:00,BATCH_0153,73.906,1.32,6.838,42.998
2024-07-10 05:25:00,BATCH_0153,74.229,1.373,6.912,44.185
2024-07-10 05:30:00,BATCH_0153,74.92,1.46,6.85,45.841
2024-07-10 05:35:00,BATCH_0153,72.737,1.461,6.876,44.787
2024-07-10 05:40:00,BATCH_0153,73.602,1.442,6.999,44.743
2024-07-10 05:45:00,BATCH_0153,74.209,1.431,6.906,44.668
2024-07-10 05:50:00,BATCH_0153,73.272,1.396,6.902,44.25
2024-07-10 05:55:00,BATCH_0153,74.614,1.443,6.878,43.805
2024-07-10 06:00:00,BATCH_0153,74.306,1.45,6.831,42.837
2024-07-10 06:05:00,BATCH_0153,75.276,1.49,6.886,42.442
2024-07-10 06:10:00,BATCH_0153,73.22,1.444,6.807,44.242
2024-07-10 06:15:00,BATCH_0153,75.286,1.391,6.83,43.603
2024-07-10 06:20:00,BATCH_0153,73.996,1.465,6.896,45.421
2024-07-10 06:25:00,BATCH_0153,72.568,1.562,6.85,42.669
2024-07-10 06:30:00,BATCH_0153,73.944,1.425,7.002,43.552
2024-07-10 06:35:00,BATCH_0153,74.617,1.519,6.892,42.311
2024-07-10 06:40:00,BATCH_0153,74.332,1.426,6.9,42.193
2024-07-10 06:45:00,BATCH_0153,73.78,1.435,6.801,42.08
2024-07-10 06:50:00,BATCH_0153,74.213,1.363,6.884,43.453
2024-07-10 06:55:00,BATCH_0153,74.833,1.402,6.846,40.321
2024-07-10 07:00:00,BATCH_0153,74.429,1.52,6.956,45.406
2024-07-10 07:05:00,BATCH_0153,73.786,1.452,6.932,42.41
2024-07-10 07:10:00,BATCH_0153,74.239,1.481,6.931,42.839
2024-07-10 07:15:00,BATCH_0153,74.932,1.486,6.872,42.734
2024-07-10 07:20:00,BATCH_0153,72.655,1.526,6.91,44.343
2024-07-10 07:25:00,BATCH_0153,73.037,1.357,7.027,42.588
2024-07-10 07:30:00,BATCH_0153,73.144,1.422,6.978,42.796
2024-07-10 07:35:00,BATCH_0153,73.528,1.56,6.898,43.419
2024-07-10 07:40:00,BATCH_0153,74.278,1.457,6.828,44.782
2024-07-10 07:45:00,BATCH_0153,73.696,1.437,6.824,44.691
2024-07-10 07:50:00,BATCH_0153,73.988,1.492,6.945,43.415
2024-07-10 07:55:00,BATCH_0153,74.455,1.51,6.881,43.972
2024-07-10 08:00:00,BATCH_0153,73.893,1.506,6.837,44.191
2024-07-10 08:05:00,BATCH_0153,73.624,1.508,6.829,44.685
2024-07-10 08:10:00,BATCH_0153,72.035,1.49,6.798,43.521
2024-07-10 08:15:00,BATCH_0153,73.063,1.46,6.912,41.926
2024-11-23 00:00:00,BATCH_0154,74.556,1.243,6.938,52.615
2024-11-23 00:05:00,BATCH_0154,75.36,1.145,6.978,53.107
2024-11-23 00:10:00,BATCH_0154,73.782,1.238,6.922,52.798
2024-11-23 00:15:00,BATCH_0154,74.459,1.107,6.878,55.48
2024-11-23 00:20:00,BATCH_0154,74.698,1.251,6.992,52.724
2024-11-23 00:25:00,BATCH_0154,74.648,1.245,6.954,52.004
2024-11-23 00:30:00,BATCH_0154,75.064,1.103,6.975,53.714
2024-11-23 00:35:00,BATCH_0154,73.379,1.228,6.868,51.027
2024-11-23 00:40:00,BATCH_0154,74.592,1.29,6.879,52.501
2024-11-23 00:45:00,BATCH_0154,73.722,1.196,6.983,51.122
2024-11-23 00:50:00,BATCH_0154,74.644,1.211,7.047,52.112
2024-11-23 00:55:00,BATCH_0154,75.979,1.139,6.987,51.23
2024-11-23 01:00:00,BATCH_0154,74.786,1.045,6.965,54.763
2024-11-23 01:05:00,BATCH_0154,74.03,1.223,6.917,54.514
2024-11-23 01:10:00,BATCH_0154,73.536,1.173,6.926,53.526
2024-11-23 01:15:00,BATCH_0154,73.909,1.156,6.817,52.657
2024-11-23 01:20:00,BATCH_0154,74.541,1.149,6.845,51.701
2024-11-23 01:25:00,BATCH_0154,74.725,1.085,6.82,53.537
2024-11-23 01:30:00,BATCH_0154,74.334,1.246,6.936,51.759
2024-11-23 01:35:00,BATCH_0154,72.734,1.285,6.953,51.662
2024-11-23 01:40:00,BATCH_0154,73.699,1.284,6.959,53.705
2024-11-23 01:45:00,BATCH_0154,74.675,1.237,6.949,52.484
2024-11-23 01:50:00,BATCH_0154,74.186,1.231,6.981,54.536
2024-11-23 01:55:00,BATCH_0154,74.219,1.121,6.985,52.766
2024-11-23 02:00:00,BATCH_0154,73.848,1.109,6.97,49.751
2024-11-23 02:05:00,BATCH_0154,74.108,1.22,6.952,50.992
2024-11-23 02:10:00,BATCH_0154,74.262,1.154,7.088,55.053
2024-11-23 02:15:00,BATCH_0154,74.738,1.195,6.902,51.119
2024-11-23 02:20:00,BATCH_0154,74.303,1.18,6.971,51.312
2024-11-23 02:25:00,BATCH_0154,74.803,1.097,6.93,52.906
2024-11-23 02:30:00,BATCH_0154,72.609,1.124,6.948,52.282
2024-11-23 02:35:00,BATCH_0154,73.435,1.109,6.967,50.561
2024-11-23 02:40:00,BATCH_0154,73.874,1.187,6.938,52.161
2024-11-23 02:45:00,BATCH_0154,74.956,1.121,6.913,52.444
2024-11-23 02:50:00,BATCH_0154,73.78,1.157,6.909,51.765
2024-11-23 02:55:00,BATCH_0154,74.892,1.134,6.986,53.441
2024-11-23 03:00:00,BATCH_0154,73.473,1.209,6.873,49.631
2024-11-23 03:05:00,BATCH_0154,75.262,1.174,6.94,52.785
2024-11-23 03:10:00,BATCH_0154,73.436,1.158,6.997,54.681
2024-11-23 03:15:00,BATCH_0154,74.393,1.228,6.917,53.683
2024-11-23 03:20:00,BATCH_0154,74.283,1.17,6.942,51.004
2024-11-23 03:25:00,BATCH_0154,73.544,1.182,6.903,53.049
2024-11-23 03:30:00,BATCH_0154,73.27,1.115,6.969,53.236
2024-11-23 03:35:00,BATCH_0154,75.575,1.148,6.996,51.956
2024-11-23 03:40:00,BATCH_0154,75.739,1.12,6.943,51.343
2024-11-23 03:45:00,BATCH_0154,74.928,1.202,7.03,54.17
2024-11-23 03:50:00,BATCH_0154,74.216,1.118,7.04,53.29
2024-11-23 03:55:00,BATCH_0154,74.561,1.139,6.912,52.698
2024-11-23 04:00:00,BATCH_0154,74.83,1.224,7.02,52.674
2024-11-23 04:05:00,BATCH_0154,74.063,1.269,6.952,50.497
2024-11-23 04:10:00,BATCH_0154,73.827,1.104,6.951,55.064
2024-11-23 04:15:00,BATCH_0154,75.064,1.213,6.972,54.576
2024-11-23 04:20:00,BATCH_0154,75.163,1.212,6.941,50.183
2024-11-23 04:25:00,BATCH_0154,72.781,1.126,7.066,51.267
2024-11-23 04:30:00,BATCH_0154,75.198,1.188,6.994,52.846
2024-11-23 04:35:00,BATCH_0154,73.331,1.235,7.021,53.359
2024-11-23 04:40:00,BATCH_0154,75.024,1.191,6.937,53.217
2024-11-23 04:45:00,BATCH_0154,74.525,1.138,6.979,53.422
2024-11-23 04:50:00,BATCH_0154,74.482,1.184,6.928,52.243
2024-11-23 04:55:00,BATCH_0154,73.869,1.12,6.9,52.694
2024-11-23 05:00:00,BATCH_0154,75.009,1.177,6.999,52.388
2024-11-23 05:05:00,BATCH_0154,74.833,1.201,6.947,50.001
2024-11-23 05:10:00,BATCH_0154,74.661,1.125,6.931,54.471
2024-11-23 05:15:00,BATCH_0154,74.758,1.14,6.976,52.211
2024-11-23 05:20:00,BATCH_0154,73.655,1.137,6.988,52.661
2024-11-23 05:25:00,BATCH_0154,73.334,1.191,6.936,52.055
2024-11-23 05:30:00,BATCH_0154,75.133,1.209,6.958,53.222
2024-11-23 05:35:00,BATCH_0154,74.237,1.14,6.847,53.487
2024-11-23 05:40:00,BATCH_0154,75.117,1.23,6.911,52.284
2024-11-23 05:45:00,BATCH_0154,73.183,1.196,6.946,52.38
2024-11-23 05:50:00,BATCH_0154,75.865,1.179,7.028,52.973
2024-11-23 05:55:00,BATCH_0154,74.64,1.097,6.912,51.008
2024-11-23 06:00:00,BATCH_0154,74.578,1.06,7.054,52.758
2024-11-23 06:05:00,BATCH_0154,73.288,1.156,7.023,52.354
2024-11-23 06:10:00,BATCH_0154,73.814,1.186,6.945,52.742
2024-11-23 06:15:00,BATCH_0154,73.992,1.173,6.965,53.127
2024-11-23 06:20:00,BATCH_0154,75.092,1.112,6.9,51.35
2024-11-23 06:25:00,BATCH_0154,76.065,1.112,6.985,51.436
2024-11-23 06:30:00,BATCH_0154,74.261,1.17,6.841,54.054
2024-11-23 06:35:00,BATCH_0154,74.904,1.184,6.994,50.996
2024-11-23 06:40:00,BATCH_0154,73.432,1.169,6.974,50.463
2024-11-23 06:45:00,BATCH_0154,75.403,1.222,6.912,53.217
2024-11-23 06:50:00,BATCH_0154,74.171,1.145,6.95,50.772
2024-11-23 06:55:00,BATCH_0154,74.717,1.205,6.98,54.141
2024-11-23 07:00:00,BATCH_0154,73.624,1.197,7.057,54.294
2024-11-23 07:05:00,BATCH_0154,75.355,1.198,6.957,52.684
2024-11-23 07:10:00,BATCH_0154,74.418,1.209,6.999,50.873
2024-11-23 07:15:00,BATCH_0154,73.64,1.122,6.929,52.323
2024-11-23 07:20:00,BATCH_0154,74.54,1.193,6.991,52.65
2024-11-23 07:25:00,BATCH_0154,74.234,1.127,6.925,51.811
2024-11-23 07:30:00,BATCH_0154,74.962,1.196,6.963,53.045
2024-11-23 07:35:00,BATCH_0154,74.193,1.14,6.866,51.875
2024-11-23 07:40:00,BATCH_0154,73.101,1.18,6.9,52.166
2024-11-23 07:45:00,BATCH_0154,74.151,1.057,6.854,53.152
2024-11-23 07:50:00,BATCH_0154,74.397,1.238,6.976,51.771
2024-11-23 07:55:00,BATCH_0154,72.706,1.208,7.023,50.001
2024-11-23 08:00:00,BATCH_0154,74.453,1.158,6.842,50.882
2024-11-23 08:05:00,BATCH_0154,74.64,1.242,6.956,52.478
2024-11-23 08:10:00,BATCH_0154,74.262,1.2,6.927,52.687
2024-11-23 08:15:00,BATCH_0154,75.625,1.114,6.958,52.126
2024-04-21 00:00:00,BATCH_0155,72.991,1.456,6.755,39.505
2024-04-21 00:05:00,BATCH_0155,73.08,1.558,6.784,38.401
2024-04-21 00:10:00,BATCH_0155,73.634,1.463,6.742,38.419
2024-04-21 00:15:00,BATCH_0155,74.56,1.393,6.798,39.754
2024-04-21 00:20:00,BATCH_0155,73.021,1.461,6.793,40.228
2024-04-21 00:25:00,BATCH_0155,73.949,1.403,6.731,37.516
2024-04-21 00:30:00,BATCH_0155,74.169,1.409,6.842,39.28
2024-04-21 00:35:00,BATCH_0155,74.519,1.46,6.78,40.711
2024-04-21 00:40:00,BATCH_0155,72.845,1.454,6.715,36.981
2024-04-21 00:45:00,BATCH_0155,73.135,1.55,6.768,39.301
2024-04-21 00:50:00,BATCH_0155,75.447,1.4,6.778,38.822
2024-04-21 00:55:00,BATCH_0155,74.934,1.517,6.735,38.218
2024-04-21 01:00:00,BATCH_0155,75.216,1.417,6.776,38.575
2024-04-21 01:05:00,BATCH_0155,75.042,1.47,6.689,37.902
2024-04-21 01:10:00,BATCH_0155,73.871,1.447,6.859,39.547
2024-04-21 01:15:00,BATCH_0155,74.006,1.472,6.784,38.367
2024-04-21 01:20:00,BATCH_0155,73.512,1.437,6.73,39.32
2024-04-21 01:25:00,BATCH_0155,75.112,1.485,6.828,38.169
2024-04-21 01:30:00,BATCH_0155,73.19,1.497,6.804,38.91
2024-04-21 01:35:00,BATCH_0155,74.745,1.441,6.87,39.957
2024-04-21 01:40:00,BATCH_0155,74.214,1.379,6.762,40.662
2024-04-21 01:45:00,BATCH_0155,74.745,1.537,6.743,37.079
2024-04-21 01:50:00,BATCH_0155,74.952,1.497,6.794,40.362
2024-04-21 01:55:00,BATCH_0155,75.411,1.44,6.859,37.138
2024-04-21 02:00:00,BATCH_0155,74.318,1.458,6.805,40.115
2024-04-21 02:05:00,BATCH_0155,75.01,1.431,6.734,40.268
2024-04-21 02:10:00,BATCH_0155,73.52,1.373,6.807,38.835
2024-04-21 02:15:00,BATCH_0155,73.044,1.384,6.782,38.696
2024-04-21 02:20:00,BATCH_0155,74.561,1.469,6.807,38.173
2024-04-21 02:25:00,BATCH_0155,74.075,1.477,6.778,40.493
2024-04-21 02:30:00,BATCH_0155,73.845,1.483,6.797,38.367
2024-04-21 02:35:00,BATCH_0155,74.889,1.424,6.817,40.157
2024-04-21 02:40:00,BATCH_0155,74.894,1.455,6.727,39.59
2024-04-21 02:45:00,BATCH_0155,75.571,1.545,6.751,39.513
2024-04-21 02:50:00,BATCH_0155,73.564,1.538,6.825,39.42
2024-04-21 02:55:00,BATCH_0155,74.749,1.356,6.768,39.566
2024-04-21 03:00:00,BATCH_0155,73.508,1.437,6.813,39.891
2024-04-21 03:05:00,BATCH_0155,74.029,1.453,6.742,38.379
2024-04-21 03:10:00,BATCH_0155,74.844,1.402,6.841,40.438
2024-04-21 03:15:00,BATCH_0155,74.646,1.483,6.725,39.914
