Batch_ID,Product_Name,Manufacturing_Site,Manufacturing_Line,Batch_Start_Time,Reaction_Time,Reactor_Temp,Pressure,pH,Agitation_Speed,Yield,Batch_Status,Batch_End_Time
BATCH_0176,AmoxiTab,Plant_B,Line_1,2024-01-15,11.37,73.39,1.56,7.04,196.0,90.3,Pass,2024-01-15 11:22:12.000000000
BATCH_0177,AtorvaCap,Plant_A,Line_1,2024-01-04,7.55,78.91,2.19,7.78,228.0,85.79,Pass,2024-01-04 07:33:00.000000000
BATCH_0178,MetforminXR,Plant_B,Line_1,2024-12-14,7.95,77.84,1.03,6.33,231.0,95.59,Pass,2024-12-14 07:57:00.000000000
BATCH_0179,AmoxiTab,Plant_A,Line_1,2024-07-28,6.22,80.02,1.48,6.37,224.0,89.94,Pass,2024-07-28 06:13:12.000000000
BATCH_0180,AmoxiTab,Plant_B,Line_3,2024-06-09,8.47,71.86,1.84,6.34,186.0,91.17,Pass,2024-06-09 08:28:12.000000000
BATCH_0181,AmoxiTab,Plant_B,Line_3,2024-01-16,9.9,76.7,1.59,6.68,234.0,95.64,Pass,2024-01-16 09:54:00.000000000
BATCH_0182,AtorvaCap,Plant_A,Line_2,2024-04-17,9.05,72.29,1.71,7.24,282.0,90.49,Pass,2024-04-17 09:03:00.000000000
BATCH_0183,MetforminXR,Plant_A,Line_3,2024-11-06,12.71,69.71,0.79,6.39,227.0,95.04,Pass,2024-11-06 12:42:36.000000000
BATCH_0184,AmoxiTab,Plant_A,Line_3,2024-08-14,8.05,74.79,1.68,7.25,131.0,87.85,Pass,2024-08-14 08:03:00.000000000
BATCH_0185,AmoxiTab,Plant_B,Line_2,2024-06-18,5.55,70.39,1.27,6.81,257.0,95.83,Pass,2024-06-18 05:33:00.000000000
BATCH_0186,AmoxiTab,Plant_A,Line_3,2024-02-03,8.26,80.87,1.59,6.36,199.0,93.37,Pass,2024-02-03 08:15:36.000000000
BATCH_0187,AtorvaCap,Plant_B,Line_1,2024-09-07,4.38,70.69,1.49,6.1,288.0,91.65,Pass,2024-09-07 04:22:48.000000000
BATCH_0188,AtorvaCap,Plant_B,Line_1,2024-09-03,7.2,76.82,2.18,6.19,223.0,92.52,Pass,2024-09-03 07:12:00.000000000
BATCH_0189,MetforminXR,Plant_A,Line_2,2024-09-25,10.44,71.98,1.66,6.53,169.0,86.85,Pass,2024-09-25 10:26:24.000000000
BATCH_0190,AtorvaCap,Plant_A,Line_2,2024-05-20,8.49,76.39,1.47,6.73,158.0,92.43,Pass,2024-05-20 08:29:24.000000000
BATCH_0191,AmoxiTab,Plant_B,Line_2,2024-09-30,8.27,72.38,1.05,7.34,266.0,91.43,Pass,2024-09-30 08:16:12.000000000
BATCH_0192,MetforminXR,Plant_B,Line_1,2024-04-05,10.73,68.71,1.54,7.12,253.0,86.96,Pass,2024-04-05 10:43:48.000000000
BATCH_0193,AmoxiTab,Plant_A,Line_3,2024-08-14,7.59,77.42,1.75,6.46,287.0,89.32,Pass,2024-08-14 07:35:24.000000000
BATCH_0194,AmoxiTab,Plant_A,Line_1,2024-02-08,9.89,73.82,1.48,6.96,220.0,91.48,Pass,2024-02-08 09:53:24.000000000
BATCH_0195,AtorvaCap,Plant_A,Line_2,2024-10-28,8.19,76.43,1.35,7.46,218.0,89.57,Pass,2024-10-28 08:11:24.000000000
BATCH_0196,MetforminXR,Plant_A,Line_3,2024-01-29,8.57,72.86,1.33,7.55,209.0,82.35,Fail,2024-01-29 08:34:11.999999999
BATCH_0197,AtorvaCap,Plant_A,Line_3,2024-11-13,6.17,68.36,1.66,6.67,200.0,96.31,Pass,2024-11-13 06:10:12.000000000
BATCH_0198,AtorvaCap,Plant_B,Line_1,2024-09-01,7.28,80.42,1.73,7.18,208.0,91.43,Pass,2024-09-01 07:16:48.000000000
BATCH_0199,MetforminXR,Plant_B,Line_2,2024-08-23,5.9,78.68,1.91,7.36,227.0,82.9,Fail,2024-08-23 05:54:00.000000000
BATCH_0200,AmoxiTab,Plant_B,Line_1,2024-07-03,7.86,72.17,1.2,6.2,195.0,100.54,Pass,2024-07-03 07:51:36.000000000
BATCH_0201,AmoxiTab,Plant_B,Line_3,2024-09-28,8.59,75.35,1.66,6.6,170.0,96.97,Pass,2024-09-28 08:35:24.000000000
BATCH_0202,MetforminXR,Plant_A,Line_1,2024-08-23,6.33,80.21,1.46,7.69,225.0,90.6,Pass,2024-08-23 06:19:48.000000000
BATCH_0203,AmoxiTab,Plant_A,Line_1,2024-08-26,11.07,72.71,1.47,6.68,194.0,88.63,Pass,2024-08-26 11:04:12.000000000
BATCH_0204,MetforminXR,Plant_A,Line_2,2024-09-22,8.42,73.49,1.62,5.63,123.0,93.61,Pass,2024-09-22 08:25:12.000000000
BATCH_0205,MetforminXR,Plant_B,Line_2,2024-12-24,8.09,76.22,1.62,6.75,237.0,92.81,Pass,2024-12-24 08:05:24.000000000
BATCH_0206,AtorvaCap,Plant_B,Line_3,2024-12-05,9.15,72.7,1.66,7.25,187.0,94.17,Pass,2024-12-05 09:09:00.000000000
BATCH_0207,MetforminXR,Plant_A,Line_1,2024-03-05,6.76,79.29,1.18,6.8,240.0,88.64,Pass,2024-03-05 06:45:36.000000000
BATCH_0208,AtorvaCap,Plant_A,Line_1,2024-06-25,8.25,74.16,1.28,7.09,239.0,96.39,Pass,2024-06-25 08:15:00.000000000
BATCH_0209,AmoxiTab,Plant_B,Line_1,2024-01-03,6.92,71.08,1.95,7.18,229.0,90.11,Pass,2024-01-03 06:55:12.000000000
BATCH_0210,AmoxiTab,Plant_B,Line_3,2024-05-21,10.34,78.04,1.43,6.66,295.0,94.72,Pass,2024-05-21 10:20:24.000000000
BATCH_0211,AmoxiTab,Plant_A,Line_3,2024-06-06,6.41,69.29,1.59,6.59,216.0,88.81,Pass,2024-06-06 06:24:36.000000000
BATCH_0212,AmoxiTab,Plant_A,Line_2,2024-11-19,8.09,85.07,1.82,6.86,211.0,102.59,Pass,2024-11-19 08:05:24.000000000
BATCH_0213,AtorvaCap,Plant_B,Line_2,2024-05-25,8.49,82.91,1.64,6.87,241.0,94.78,Pass,2024-05-25 08:29:24.000000000
BATCH_0214,AmoxiTab,Plant_A,Line_2,2024-10-19,8.59,77.57,1.66,6.82,218.0,103.54,Pass,2024-10-19 08:35:24.000000000
BATCH_0215,MetforminXR,Plant_A,Line_1,2024-06-01,7.13,77.15,1.77,6.84,255.0,95.31,Pass,2024-06-01 07:07:48.000000000
BATCH_0216,MetforminXR,Plant_A,Line_1,2024-07-11,6.66,76.91,0.87,6.5,182.0,89.75,Pass,2024-07-11 06:39:36.000000000
BATCH_0217,MetforminXR,Plant_B,Line_2,2024-03-13,7.15,72.55,1.35,7.1,182.0,95.32,Pass,2024-03-13 07:09:00.000000000
BATCH_0218,AtorvaCap,Plant_B,Line_1,2024-10-31,8.79,76.49,1.64,7.04,243.0,95.6,Pass,2024-10-31 08:47:24.000000000
BATCH_0219,AmoxiTab,Plant_B,Line_2,2024-12-09,7.78,70.38,1.92,6.27,185.0,93.49,Pass,2024-12-09 07:46:48.000000000
BATCH_0220,AmoxiTab,Plant_B,Line_3,2024-05-19,9.19,77.52,1.52,6.64,238.0,94.52,Pass,2024-05-19 09:11:24.000000000
BATCH_0221,AmoxiTab,Plant_B,Line_2,2024-07-05,8.72,79.34,1.25,6.84,231.0,95.05,Pass,2024-07-05 08:43:12.000000000
BATCH_0222,AtorvaCap,Plant_B,Line_3,2024-10-19,4.58,73.11,1.25,6.59,199.0,88.03,Pass,2024-10-19 04:34:47.999999999
BATCH_0223,MetforminXR,Plant_B,Line_1,2024-03-01,8.37,72.02,1.77,7.05,231.0,87.74,Pass,2024-03-01 08:22:12.000000000
BATCH_0224,MetforminXR,Plant_A,Line_2,2024-07-16,11.38,68.94,1.43,6.77,183.0,88.82,Pass,2024-07-16 11:22:48.000000000
BATCH_0225,AmoxiTab,Plant_A,Line_1,2024-10-21,9.99,82.29,1.5,6.87,190.0,92.51,Pass,2024-10-21 09:59:24.000000000
BATCH_0226,MetforminXR,Plant_A,Line_3,2024-11-14,8.63,72.42,1.68,6.64,213.0,91.11,Pass,2024-11-14 08:37:48.000000000
BATCH_0227,MetforminXR,Plant_A,Line_3,2024-10-28,6.41,74.01,0.63,6.0,222.0,88.1,Pass,2024-10-28 06:24:36.000000000
BATCH_0228,AtorvaCap,Plant_A,Line_3,2024-12-09,8.72,76.5,2.1,5.98,211.0,95.1,Pass,2024-12-09 08:43:12.000000000
BATCH_0229,AtorvaCap,Plant_A,Line_1,2024-01-11,9.11,76.41,1.28,7.04,233.0,93.13,Pass,2024-01-11 09:06:36.000000000
BATCH_0230,AtorvaCap,Plant_A,Line_1,2024-03-02,7.62,78.73,1.57,6.91,232.0,92.68,Pass,2024-03-02 07:37:12.000000000
BATCH_0231,AtorvaCap,Plant_B,Line_1,2024-11-28,8.48,73.1,0.99,6.98,266.0,90.97,Pass,2024-11-28 08:28:48.000000000
BATCH_0232,AmoxiTab,Plant_B,Line_1,2024-08-13,10.26,69.31,1.37,6.85,217.0,90.49,Pass,2024-08-13 10:15:36.000000000
BATCH_0233,AtorvaCap,Plant_A,Line_3,2024-06-01,6.71,68.43,1.87,6.89,256.0,88.63,Pass,2024-06-01 06:42:36.000000000
BATCH_0234,MetforminXR,Plant_A,Line_3,2024-07-17,6.41,72.1,0.93,7.19,248.0,95.73,Pass,2024-07-17 06:24:36.000000000
BATCH_0235,AmoxiTab,Plant_B,Line_2,2024-02-21,9.04,70.24,1.84,6.98,289.0,89.19,Pass,2024-02-21 09:02:24.000000000
BATCH_0236,MetforminXR,Plant_A,Line_2,2024-09-16,8.69,73.48,1.42,7.22,216.0,92.84,Pass,2024-09-16 08:41:24.000000000
BATCH_0237,MetforminXR,Plant_A,Line_1,2024-02-28,9.54,81.54,1.65,6.87,207.0,98.65,Pass,2024-02-28 09:32:24.000000000
BATCH_0238,MetforminXR,Plant_B,Line_3,2024-03-12,8.85,73.11,1.7,6.68,258.0,90.67,Pass,2024-03-12 08:51:00.000000000
BATCH_0239,AtorvaCap,Plant_A,Line_3,2024-05-27,7.15,73.11,1.63,6.88,232.0,95.84,Pass,2024-05-27 07:09:00.000000000
BATCH_0240,AtorvaCap,Plant_B,Line_3,2024-12-14,8.65,74.92,1.24,6.47,258.0,94.27,Pass,2024-12-14 08:39:00.000000000
BATCH_0241,AmoxiTab,Plant_A,Line_2,2024-03-03,6.29,72.97,1.39,6.65,242.0,93.25,Pass,2024-03-03 06:17:23.999999999
BATCH_0242,AmoxiTab,Plant_B,Line_2,2024-11-05,7.62,74.66,1.06,6.87,157.0,93.72,Pass,2024-11-05 07:37:12.000000000
BATCH_0243,AtorvaCap,Plant_B,Line_3,2024-08-30,8.75,77.7,1.65,6.87,231.0,91.62,Pass,2024-08-30 08:45:00.000000000
BATCH_0244,MetforminXR,Plant_B,Line_3,2024-11-25,7.46,79.42,2.01,6.76,229.0,92.14,Pass,2024-11-25 07:27:36.000000000
BATCH_0245,AmoxiTab,Plant_A,Line_3,2024-04-16,11.7,80.02,0.95,6.24,224.0,89.81,Pass,2024-04-16 11:42:00.000000000
BATCH_0246,AtorvaCap,Plant_B,Line_2,2024-08-13,5.16,85.28,1.27,7.05,216.0,92.17,Pass,2024-08-13 05:09:36.000000000
BATCH_0247,AtorvaCap,Plant_A,Line_3,2024-11-08,7.18,77.85,1.45,7.13,172.0,89.66,Pass,2024-11-08 07:10:48.000000000
BATCH_0248,AtorvaCap,Plant_A,Line_3,2024-08-05,6.59,86.17,1.55,7.46,246.0,96.02,Pass,2024-08-05 06:35:24.000000000
BATCH_0249,MetforminXR,Plant_A,Line_1,2024-08-28,6.95,71.12,1.76,6.98,231.0,85.2,Pass,2024-08-28 06:57:00.000000000
BATCH_0250,AtorvaCap,Plant_A,Line_1,2024-09-15,7.04,85.46,1.45,6.8,253.0,93.92,Pass,2024-09-15 07:02:24.000000000
BATCH_0251,AtorvaCap,Plant_B,Line_2,2024-09-18,6.01,73.1,1.41,6.39,174.0,93.35,Pass,2024-09-18 06:00:36.000000000
BATCH_0252,AtorvaCap,Plant_B,Line_3,2024-01-05,9.13,73.59,1.83,7.4,235.0,92.98,Pass,2024-01-05 09:07:48.000000000
BATCH_0253,AtorvaCap,Plant_A,Line_3,2024-09-17,7.18,74.4,1.7,6.9,213.0,96.1,Pass,2024-09-17 07:10:48.000000000
BATCH_0254,AmoxiTab,Plant_A,Line_1,2024-02-23,8.25,73.91,1.66,6.88,224.0,90.86,Pass,2024-02-23 08:15:00.000000000
BATCH_0255,AmoxiTab,Plant_B,Line_2,2024-02-16,7.35,75.43,1.53,6.7,213.0,93.02,Pass,2024-02-16 07:21:00.000000000
BATCH_0256,AtorvaCap,Plant_A,Line_1,2024-08-02,6.96,72.1,1.79,6.67,236.0,85.13,Pass,2024-08-02 06:57:36.000000000
BATCH_0257,MetforminXR,Plant_B,Line_1,2024-06-25,10.51,79.15,1.3,7.08,215.0,90.34,Pass,2024-06-25 10:30:36.000000000
BATCH_0258,AmoxiTab,Plant_A,Line_1,2024-01-09,9.38,72.24,1.26,6.39,188.0,95.42,Pass,2024-01-09 09:22:48.000000000
BATCH_0259,AtorvaCap,Plant_A,Line_1,2024-04-08,5.2,78.28,1.72,7.45,223.0,86.64,Pass,2024-04-08 05:12:00.000000000
BATCH_0260,AmoxiTab,Plant_B,Line_3,2024-01-20,5.04,82.64,1.01,7.36,214.0,92.64,Pass,2024-01-20 05:02:24.000000000
BATCH_0261,AmoxiTab,Plant_A,Line_3,2024-08-28,9.56,73.21,1.53,6.66,217.0,89.29,Pass,2024-08-28 09:33:36.000000000
BATCH_0262,MetforminXR,Plant_B,Line_1,2024-03-01,7.22,78.97,1.41,6.45,124.0,91.56,Pass,2024-03-01 07:13:12.000000000
BATCH_0263,AtorvaCap,Plant_A,Line_2,2024-06-26,5.53,77.8,1.08,5.99,240.0,89.53,Pass,2024-06-26 05:31:48.000000000
BATCH_0264,AtorvaCap,Plant_A,Line_2,2024-12-03,9.57,86.26,1.22,6.3,211.0,87.01,Pass,2024-12-03 09:34:11.999999999
BATCH_0265,MetforminXR,Plant_A,Line_2,2024-03-02,8.25,72.48,1.47,7.09,180.0,93.54,Pass,2024-03-02 08:15:00.000000000
BATCH_0266,MetforminXR,Plant_B,Line_2,2024-05-24,8.38,78.98,1.81,6.93,248.0,91.8,Pass,2024-05-24 08:22:48.000000000
BATCH_0267,AtorvaCap,Plant_A,Line_1,2024-08-03,9.21,66.87,1.3,7.0,239.0,94.45,Pass,2024-08-03 09:12:36.000000000
BATCH_0268,AtorvaCap,Plant_A,Line_3,2024-01-03,6.04,72.52,1.86,6.06,210.0,95.18,Pass,2024-01-03 06:02:24.000000000
BATCH_0269,MetforminXR,Plant_A,Line_2,2024-06-08,5.55,76.77,1.52,6.64,185.0,96.9,Pass,2024-06-08 05:33:00.000000000
BATCH_0270,AmoxiTab,Plant_A,Line_1,2024-08-14,10.37,81.97,1.89,7.35,225.0,92.53,Pass,2024-08-14 10:22:12.000000000
BATCH_0271,AmoxiTab,Plant_B,Line_2,2024-09-25,5.84,68.87,1.32,6.76,224.0,97.07,Pass,2024-09-25 05:50:24.000000000
BATCH_0272,MetforminXR,Plant_B,Line_2,2024-04-29,6.17,78.93,1.49,6.29,248.0,88.1,Pass,2024-04-29 06:10:12.000000000
BATCH_0273,AmoxiTab,Plant_A,Line_1,2024-03-29,6.47,74.68,1.61,6.76,207.0,95.64,Pass,2024-03-29 06:28:12.000000000
BATCH_0274,MetforminXR,Plant_B,Line_3,2024-11-24,11.12,67.39,1.45,6.49,256.0,93.84,Pass,2024-11-24 11:07:12.000000000
BATCH_0275,AmoxiTab,Plant_A,Line_3,2024-03-08,8.74,75.91,1.79,6.93,204.0,92.93,Pass,2024-03-08 08:44:24.000000000
BATCH_0276,AmoxiTab,Plant_A,Line_1,2024-12-22,9.45,83.55,0.84,6.81,180.0,93.78,Pass,2024-12-22 09:27:00.000000000
BATCH_0277,AtorvaCap,Plant_A,Line_3,2024-04-07,8.29,69.4,2.23,7.02,186.0,88.16,Pass,2024-04-07 08:17:23.999999999
BATCH_0278,AtorvaCap,Plant_B,Line_1,2024-09-23,7.1,74.45,1.76,6.31,218.0,87.21,Pass,2024-09-23 07:06:00.000000000
BATCH_0279,AmoxiTab,Plant_B,Line_1,2024-04-14,8.95,70.07,1.45,6.62,218.0,98.84,Pass,2024-04-14 08:57:00.000000000
BATCH_0280,AmoxiTab,Plant_B,Line_1,2024-11-18,5.67,72.66,1.33,7.24,230.0,91.33,Pass,2024-11-18 05:40:12.000000000
BATCH_0281,AtorvaCap,Plant_B,Line_3,2024-05-02,6.36,82.16,1.24,6.26,217.0,91.27,Pass,2024-05-02 06:21:36.000000000
BATCH_0282,AtorvaCap,Plant_B,Line_1,2024-01-29,9.1,73.64,1.69,6.4,249.0,87.59,Pass,2024-01-29 09:06:00.000000000
BATCH_0283,AtorvaCap,Plant_B,Line_2,2024-05-16,5.96,82.01,1.8,6.88,212.0,86.07,Pass,2024-05-16 05:57:36.000000000
BATCH_0284,MetforminXR,Plant_B,Line_3,2024-07-13,7.72,80.55,1.45,6.91,160.0,91.65,Pass,2024-07-13 07:43:12.000000000
BATCH_0285,AmoxiTab,Plant_B,Line_3,2024-08-13,7.78,73.19,1.83,6.6,216.0,90.63,Pass,2024-08-13 07:46:48.000000000
BATCH_0286,AtorvaCap,Plant_B,Line_3,2024-11-27,7.21,72.49,1.23,6.69,160.0,92.01,Pass,2024-11-27 07:12:36.000000000
BATCH_0287,AmoxiTab,Plant_A,Line_3,2024-06-18,5.07,70.52,1.17,7.01,228.0,92.35,Pass,2024-06-18 05:04:12.000000000
BATCH_0288,MetforminXR,Plant_B,Line_2,2024-01-09,7.06,70.35,2.04,7.14,252.0,101.96,Pass,2024-01-09 07:03:36.000000000
BATCH_0289,MetforminXR,Plant_B,Line_3,2024-02-09,6.76,76.77,1.68,6.37,190.0,90.65,Pass,2024-02-09 06:45:36.000000000
BATCH_0290,AtorvaCap,Plant_B,Line_3,2024-01-25,8.24,74.9,1.92,6.95,263.0,98.32,Pass,2024-01-25 08:14:24.000000000
BATCH_0291,MetforminXR,Plant_B,Line_1,2024-09-17,8.17,71.88,1.24,7.4,245.0,98.57,Pass,2024-09-17 08:10:12.000000000
BATCH_0292,AmoxiTab,Plant_B,Line_3,2024-08-13,8.57,67.26,1.22,6.75,256.0,95.01,Pass,2024-08-13 08:34:11.999999999
BATCH_0293,AtorvaCap,Plant_B,Line_2,2024-05-03,6.99,75.53,1.39,6.37,226.0,91.06,Pass,2024-05-03 06:59:24.000000000
BATCH_0294,AmoxiTab,Plant_B,Line_2,2024-02-07,8.78,72.65,1.25,6.35,190.0,86.55,Pass,2024-02-07 08:46:48.000000000
BATCH_0295,AmoxiTab,Plant_B,Line_2,2024-11-23,5.67,74.02,1.71,6.74,243.0,93.91,Pass,2024-11-23 05:40:12.000000000
BATCH_0296,MetforminXR,Plant_B,Line_2,2024-09-07,5.27,76.52,1.27,7.21,201.0,96.08,Pass,2024-09-07 05:16:12.000000000
BATCH_0297,MetforminXR,Plant_B,Line_3,2024-06-24,4.5,62.49,1.15,6.78,224.0,98.99,Pass,2024-06-24 04:30:00.000000000
BATCH_0298,MetforminXR,Plant_B,Line_3,2024-03-30,7.25,67.33,1.54,6.88,215.0,88.2,Pass,2024-03-30 07:15:00.000000000
BATCH_0299,MetforminXR,Plant_A,Line_2,2024-02-06,6.87,86.48,1.11,6.4,254.0,91.03,Pass,2024-02-06 06:52:12.000000000
BATCH_0300,MetforminXR,Plant_A,Line_2,2024-11-11,9.18,72.47,0.96,7.19,242.0,88.22,Pass,2024-11-11 09:10:48.000000000
BATCH_0301,AtorvaCap,Plant_B,Line_3,2024-06-24,7.03,62.41,1.54,6.34,218.0,89.47,Pass,2024-06-24 07:01:48.000000000
BATCH_0302,AmoxiTab,Plant_B,Line_2,2024-10-10,8.41,67.75,0.98,6.6,161.0,94.66,Pass,2024-10-10 08:24:36.000000000
BATCH_0303,AmoxiTab,Plant_A,Line_1,2024-03-21,9.22,87.42,1.73,7.05,201.0,89.28,Pass,2024-03-21 09:13:12.000000000
BATCH_0304,AmoxiTab,Plant_B,Line_2,2024-04-23,6.97,71.49,1.08,5.98,241.0,88.7,Pass,2024-04-23 06:58:12.000000000
BATCH_0305,AmoxiTab,Plant_A,Line_2,2024-02-09,8.45,80.8,0.83,6.87,228.0,95.19,Pass,2024-02-09 08:27:00.000000000
BATCH_0306,MetforminXR,Plant_A,Line_1,2024-10-27,9.5,75.61,1.41,6.38,175.0,93.8,Pass,2024-10-27 09:30:00.000000000
BATCH_0307,AmoxiTab,Plant_A,Line_1,2024-08-11,6.14,72.58,1.54,6.81,166.0,93.4,Pass,2024-08-11 06:08:24.000000000
BATCH_0308,AtorvaCap,Plant_A,Line_3,2024-11-13,8.04,78.88,1.65,6.66,226.0,89.39,Pass,2024-11-13 08:02:24.000000000
BATCH_0309,AtorvaCap,Plant_A,Line_3,2024-12-14,6.98,63.08,1.55,7.64,188.0,97.17,Pass,2024-12-14 06:58:48.000000000
BATCH_0310,AmoxiTab,Plant_B,Line_1,2024-04-24,6.24,67.79,1.18,6.64,191.0,92.06,Pass,2024-04-24 06:14:24.000000000
BATCH_0311,AmoxiTab,Plant_A,Line_1,2024-07-04,5.7,72.54,1.71,7.54,240.0,101.52,Pass,2024-07-04 05:42:00.000000000
BATCH_0312,AtorvaCap,Plant_B,Line_3,2024-11-18,6.21,68.29,1.79,7.03,256.0,92.64,Pass,2024-11-18 06:12:36.000000000
BATCH_0313,AtorvaCap,Plant_B,Line_2,2024-02-25,8.09,72.1,1.14,6.48,197.0,82.67,Fail,2024-02-25 08:05:24.000000000
BATCH_0314,MetforminXR,Plant_A,Line_1,2024-02-09,5.58,79.27,1.45,6.93,219.0,82.49,Fail,2024-02-09 05:34:47.999999999
BATCH_0315,AtorvaCap,Plant_A,Line_3,2024-12-19,7.17,75.66,1.42,6.68,218.0,94.5,Pass,2024-12-19 07:10:12.000000000
BATCH_0316,MetforminXR,Plant_B,Line_2,2024-02-09,9.22,81.65,1.57,6.9,215.0,97.2,Pass,2024-02-09 09:13:12.000000000
BATCH_0317,MetforminXR,Plant_A,Line_1,2024-12-12,8.67,75.98,1.44,6.51,221.0,88.86,Pass,2024-12-12 08:40:12.000000000
BATCH_0318,MetforminXR,Plant_A,Line_2,2024-08-24,7.2,79.96,1.48,7.48,243.0,100.4,Pass,2024-08-24 07:12:00.000000000
BATCH_0319,MetforminXR,Plant_B,Line_3,2024-10-15,10.53,74.68,1.69,7.17,200.0,98.65,Pass,2024-10-15 10:31:48.000000000
BATCH_0320,MetforminXR,Plant_B,Line_1,2024-09-18,10.84,72.05,1.17,6.81,174.0,92.84,Pass,2024-09-18 10:50:24.000000000
BATCH_0321,AmoxiTab,Plant_A,Line_2,2024-08-03,8.04,82.4,1.72,7.49,271.0,94.16,Pass,2024-08-03 08:02:24.000000000
BATCH_0322,AtorvaCap,Plant_B,Line_1,2024-05-26,4.3,71.45,1.84,6.83,253.0,95.58,Pass,2024-05-26 04:18:00.000000000
BATCH_0323,MetforminXR,Plant_A,Line_2,2024-12-01,9.33,76.72,1.99,7.24,187.0,99.56,Pass,2024-12-01 09:19:48.000000000
BATCH_0324,AtorvaCap,Plant_A,Line_3,2024-06-16,4.56,78.84,0.86,6.82,224.0,94.73,Pass,2024-06-16 04:33:36.000000000
BATCH_0325,AtorvaCap,Plant_A,Line_3,2024-04-01,10.21,79.21,1.45,6.96,250.0,92.75,Pass,2024-04-01 10:12:36.000000000
BATCH_0326,MetforminXR,Plant_B,Line_1,2024-12-18,9.63,69.17,0.91,6.77,242.0,94.69,Pass,2024-12-18 09:37:48.000000000
BATCH_0327,AmoxiTab,Plant_B,Line_2,2024-02-28,10.66,80.26,0.77,6.84,234.0,94.15,Pass,2024-02-28 10:39:36.000000000
BATCH_0328,MetforminXR,Plant_B,Line_1,2024-02-28,8.39,70.11,1.54,6.87,215.0,95.7,Pass,2024-02-28 08:23:24.000000000
BATCH_0329,AmoxiTab,Plant_B,Line_1,2024-10-30,7.46,79.05,1.38,6.53,272.0,85.72,Pass,2024-10-30 07:27:36.000000000
BATCH_0330,AtorvaCap,Plant_B,Line_2,2024-06-17,7.32,77.68,1.59,6.64,227.0,93.26,Pass,2024-06-17 07:19:12.000000000
BATCH_0331,AmoxiTab,Plant_A,Line_2,2024-09-25,7.18,79.09,1.65,6.71,205.0,93.84,Pass,2024-09-25 07:10:48.000000000
BATCH_0332,AmoxiTab,Plant_A,Line_2,2024-12-28,9.47,68.97,1.87,6.89,246.0,91.71,Pass,2024-12-28 09:28:12.000000000
BATCH_0333,AmoxiTab,Plant_A,Line_3,2024-02-14,9.07,77.94,1.52,6.79,223.0,95.14,Pass,2024-02-14 09:04:12.000000000
BATCH_0334,AtorvaCap,Plant_A,Line_1,2024-12-10,8.18,80.43,2.38,7.27,230.0,99.68,Pass,2024-12-10 08:10:48.000000000
BATCH_0335,AtorvaCap,Plant_B,Line_1,2024-06-29,6.92,75.97,1.59,7.14,226.0,92.55,Pass,2024-06-29 06:55:12.000000000
BATCH_0336,AmoxiTab,Plant_A,Line_3,2024-06-18,11.94,70.91,2.05,6.72,235.0,94.77,Pass,2024-06-18 11:56:24.000000000
BATCH_0337,AmoxiTab,Plant_B,Line_2,2024-12-21,9.37,79.6,0.8,7.35,191.0,98.43,Pass,2024-12-21 09:22:12.000000000
BATCH_0338,MetforminXR,Plant_A,Line_3,2024-07-09,5.6,75.57,1.9,7.55,176.0,92.65,Pass,2024-07-09 05:36:00.000000000
BATCH_0339,AmoxiTab,Plant_B,Line_3,2024-06-03,7.23,66.63,1.45,5.98,263.0,88.45,Pass,2024-06-03 07:13:48.000000000
BATCH_0340,MetforminXR,Plant_B,Line_3,2024-07-06,9.4,70.52,0.92,7.17,227.0,94.46,Pass,2024-07-06 09:24:00.000000000
BATCH_0341,AmoxiTab,Plant_A,Line_1,2024-01-07,6.8,72.37,1.63,6.52,243.0,83.19,Fail,2024-01-07 06:48:00.000000000
BATCH_0342,MetforminXR,Plant_A,Line_3,2024-05-12,8.53,82.53,1.41,7.12,167.0,82.81,Fail,2024-05-12 08:31:48.000000000
BATCH_0343,AtorvaCap,Plant_A,Line_1,2024-08-22,9.43,81.65,1.67,7.3,252.0,93.33,Pass,2024-08-22 09:25:48.000000000
BATCH_0344,AmoxiTab,Plant_A,Line_1,2024-02-14,2.92,81.63,1.8,6.45,204.0,82.62,Fail,2024-02-14 02:55:12.000000000
BATCH_0345,AmoxiTab,Plant_B,Line_1,2024-11-09,7.84,76.16,1.05,6.06,196.0,86.74,Pass,2024-11-09 07:50:24.000000000
BATCH_0346,AmoxiTab,Plant_A,Line_2,2024-09-05,7.9,79.57,1.8,7.13,218.0,90.48,Pass,2024-09-05 07:54:00.000000000
BATCH_0347,AmoxiTab,Plant_A,Line_1,2024-01-31,7.38,69.3,1.5,6.85,191.0,89.11,Pass,2024-01-31 07:22:48.000000000
BATCH_0348,MetforminXR,Plant_B,Line_1,2024-01-23,8.45,75.03,1.91,6.13,220.0,91.41,Pass,2024-01-23 08:27:00.000000000
BATCH_0349,AmoxiTab,Plant_A,Line_2,2024-06-08,8.99,77.26,1.44,7.81,216.0,96.45,Pass,2024-06-08 08:59:24.000000000
BATCH_0350,AtorvaCap,Plant_A,Line_1,2024-12-28,8.21,69.63,1.36,7.05,252.0,92.95,Pass,2024-12-28 08:12:36.000000000
BATCH_0351,AtorvaCap,Plant_A,Line_3,2024-06-06,7.44,76.05,1.51,7.07,265.0,88.64,Pass,2024-06-06 07:26:24.000000000
