Product_Name,Manufacturing_Site,Manufacturing_Line,Batch_Start_Time,Reaction_Time,Reactor_Temp,Pressure,pH,Agitation_Speed,Yield,Batch_Status,Batch_End_Time,Sample_ID,Instrument_Type,Retention_Time,Impurity_A,Impurity_B,Total_Impurity,Purity,Test_Date,temp_mean,temp_max,pressure_mean,pressure_max,ph_mean,ph_std,oxygen_mean,temp_pressure_ratio,reaction_intensity,impurity_ratio
AtorvaCap,Plant_B,Line_1,2024-04-07,4.51,75.73,1.93,6.8,267.0,97.92,Pass,2024-04-07 04:30:36.000000000,SMP_00077,HPLC,5.366,0.2214,0.1151,0.3365,96.635,2024-02-18,76.04586,77.989,1.54268,1.674,6.76516,0.0508304211783822,44.032650000000004,25.846416382252563,341.5423,0.0034465099605674194
AtorvaCap,Plant_A,Line_1,2024-02-24,6.94,72.68,1.62,7.5,173.0,90.35,Pass,2024-02-24 06:56:24.000000000,SMP_00078,UPLC,5.042,0.0888,0.164,0.2528,97.472,2024-11-27,73.50509,74.98,1.4514099999999999,1.582,6.75724,0.05182958088336677,40.60857,27.740458015267176,504.39920000000006,0.002567227232106589
MetforminXR,Plant_A,Line_1,2024-04-20,7.79,73.27,1.69,6.37,208.0,95.14,Pass,2024-04-20 07:47:24.000000000,SMP_00079,UPLC,5.052,0.1721,0.115,0.2871,97.129,2024-05-10,76.14524,78.534,1.58829,1.684,6.825489999999999,0.05372704959874368,45.695879999999995,27.237918215613384,570.7733,0.0029257406067523363
AtorvaCap,Plant_B,Line_1,2024-05-31,6.66,78.64,1.84,6.26,168.0,87.88,Pass,2024-05-31 06:39:36.000000000,SMP_00080,HPLC,5.195,0.1456,0.218,0.3636,96.364,2024-02-12,73.05338,74.639,1.5180699999999998,1.664,6.848949999999999,0.051199624170022245,42.290330000000004,27.690140845070424,523.7424,0.003734439834024896
AmoxiTab,Plant_B,Line_2,2024-09-02,7.79,74.13,1.67,6.77,231.0,88.37,Pass,2024-09-02 07:47:24.000000000,SMP_00081,HPLC,4.774,0.288,0.0315,0.3195,96.805,2024-02-26,74.26404000000001,76.248,1.41159,1.516,6.80136,0.05275797991246871,38.13419,27.764044943820224,577.4726999999999,0.0032667041562292314
MetforminXR,Plant_A,Line_3,2024-03-09,10.42,73.4,1.7,7.07,216.0,94.65,Pass,2024-03-09 10:25:12.000000000,SMP_00082,UPLC,4.91,0.1265,0.2228,0.3493,96.507,2024-02-19,73.01527,75.167,1.59406,1.69,6.76002,0.047253449449204045,38.41591,27.185185185185187,764.8280000000001,0.003582306911298676
AmoxiTab,Plant_A,Line_1,2024-11-07,5.53,74.91,1.45,6.99,226.0,84.29,Fail,2024-11-07 05:31:48.000000000,SMP_00083,HPLC,5.137,0.1961,0.202,0.3981,96.019,2024-06-26,79.17062,80.754,1.53819,1.664,6.68026,0.05099269506012537,41.271390000000004,30.575510204081628,414.2523,0.004103319968253641
AmoxiTab,Plant_A,Line_1,2024-10-15,10.72,79.43,1.61,6.94,225.0,95.96,Pass,2024-10-15 10:43:12.000000000,SMP_00084,UPLC,5.295,0.2815,0.281,0.5625,94.375,2024-10-19,74.99361,76.814,1.4252799999999999,1.552,6.980589999999999,0.04940312323991846,42.97049,30.43295019157088,851.4896000000001,0.005897771952817824
MetforminXR,Plant_B,Line_2,2024-09-06,9.33,71.54,1.32,6.81,250.0,97.04,Pass,2024-09-06 09:19:48.000000000,SMP_00085,HPLC,5.04,0.2639,0.2501,0.514,94.86,2024-02-15,75.96379,77.782,1.45615,1.574,6.73123,0.050498295800827424,38.79751,30.836206896551722,667.4682,0.005361986229918632
AtorvaCap,Plant_B,Line_3,2024-02-05,8.4,74.67,1.4,7.11,236.0,92.71,Pass,2024-02-05 08:24:00.000000000,SMP_00086,UPLC,5.16,0.2487,0.1253,0.374,96.26,2024-06-18,73.9332,75.748,1.63297,1.741,6.75427,0.05391235967060352,35.21364,31.1125,627.2280000000001,0.003845362944684351
AmoxiTab,Plant_B,Line_3,2024-08-26,6.93,76.23,2.09,5.63,245.0,92.57,Pass,2024-08-26 06:55:48.000000000,SMP_00087,UPLC,4.877,0.2626,0.2411,0.5037,94.963,2024-09-27,74.56869,77.104,1.44073,1.583,7.00967,0.05100624936953781,42.90522,24.66990291262136,528.2739,0.005248898012775758
MetforminXR,Plant_A,Line_2,2024-05-27,6.69,80.8,1.26,6.5,188.0,88.67,Pass,2024-05-27 06:41:24.000000000,SMP_00088,UPLC,5.386,0.2129,0.1666,0.3795,96.205,2024-12-01,75.33858000000001,77.358,1.53575,1.658,6.89525,0.05418997167652925,35.33939,35.75221238938053,540.552,0.0039041201584280646
AmoxiTab,Plant_A,Line_2,2024-08-14,5.56,73.8,1.55,6.76,256.0,94.7,Pass,2024-08-14 05:33:36.000000000,SMP_00089,HPLC,5.244,0.0896,0.0253,0.1149,98.851,2024-05-18,76.76069000000001,78.349,1.4596799999999999,1.6,6.86611,0.048269005258932414,42.85066,28.941176470588236,410.328,0.0011507145647014052
AmoxiTab,Plant_B,Line_3,2024-08-31,10.58,71.41,1.53,7.08,198.0,93.39,Pass,2024-08-31 10:34:47.999999999,SMP_00090,UPLC,5.262,0.2103,0.1927,0.403,95.97,2024-09-03,73.6926,75.464,1.39216,1.556,7.06672,0.05059246560267238,40.63092,28.225296442687743,755.5178,0.004155924512735898
AmoxiTab,Plant_B,Line_1,2024-12-02,10.31,72.58,1.41,7.4,200.0,88.31,Pass,2024-12-02 10:18:36.000000000,SMP_00091,HPLC,5.298,0.2969,0.1301,0.427,95.73,2024-05-27,76.90693,78.921,1.67036,1.843,6.7556899999999995,0.051163176270249286,35.18788,30.116182572614104,748.2998,0.004414349219476894
AmoxiTab,Plant_A,Line_3,2024-12-30,5.89,80.27,1.65,6.45,228.0,90.43,Pass,2024-12-30 05:53:24.000000000,SMP_00092,UPLC,5.216,0.2363,0.18,0.4163,95.837,2024-08-17,74.25209,76.649,1.48734,1.586,6.903110000000001,0.048904957299693484,43.65341,30.29056603773585,472.79029999999995,0.004298976630833256
AtorvaCap,Plant_B,Line_2,2024-07-19,7.17,85.17,1.68,7.38,229.0,91.36,Pass,2024-07-19 07:10:12.000000000,SMP_00093,UPLC,5.103,0.2891,0.3121,0.6012,93.988,2024-10-06,75.98645,77.41,1.51143,1.649,6.88847,0.05364538539089253,49.180969999999995,31.77985074626866,610.6689,0.006329220533119973
AmoxiTab,Plant_B,Line_1,2024-06-02,8.65,68.43,1.22,6.62,188.0,90.43,Pass,2024-06-02 08:39:00.000000000,SMP_00094,UPLC,5.426,0.1913,0.198,0.3893,96.107,2024-05-04,75.54802,77.198,1.29948,1.448,6.83935,0.05207984836825656,49.72469,30.82432432432433,591.9195000000001,0.004008979785185414
AmoxiTab,Plant_A,Line_1,2024-03-13,7.55,69.52,1.53,6.75,215.0,86.55,Pass,2024-03-13 07:33:00.000000000,SMP_00095,UPLC,5.231,0.3494,0.0986,0.448,95.52,2024-07-10,73.37814,75.714,1.62147,1.766,6.87063,0.05464941616219419,41.078149999999994,27.47826086956521,524.876,0.0046415250725238295
AmoxiTab,Plant_B,Line_2,2024-07-19,5.12,74.16,1.18,7.03,265.0,94.8,Pass,2024-07-19 05:07:12.000000000,SMP_00096,UPLC,5.167,0.0056,0.2572,0.2628,97.372,2024-03-20,73.47585,75.249,1.60554,1.786,6.82442,0.04830880882510962,40.38104,34.018348623853214,379.69919999999996,0.002671491887935591
AtorvaCap,Plant_A,Line_2,2024-10-22,7.01,75.55,1.74,6.72,176.0,91.03,Pass,2024-10-22 07:00:36.000000000,SMP_00097,HPLC,5.198,0.2641,0.209,0.4731,95.269,2024-04-03,77.54908999999999,79.422,1.40004,1.546,6.73555,0.0505789461928558,37.79861,27.572992700729923,529.6055,0.004914354568968203
AmoxiTab,Plant_A,Line_2,2024-01-17,10.93,78.93,1.55,7.24,265.0,92.06,Pass,2024-01-17 10:55:48.000000000,SMP_00098,HPLC,5.194,0.3849,0.0892,0.4741,95.259,2024-08-13,73.29101,75.239,1.50732,1.623,6.81707,0.05269394287924951,38.01589,30.952941176470592,862.7049000000001,0.004925253742507195
AmoxiTab,Plant_A,Line_3,2024-05-08,7.12,70.54,1.52,6.64,213.0,89.69,Pass,2024-05-08 07:07:12.000000000,SMP_00099,HPLC,5.165,0.3998,0.0515,0.4513,95.487,2024-03-05,72.59694,75.08,1.4702899999999999,1.597,6.8230200000000005,0.058007310580719444,38.4723,27.992063492063494,502.24480000000005,0.004677314042306218
AtorvaCap,Plant_A,Line_3,2024-08-04,7.75,69.68,1.7,6.64,150.0,93.9,Pass,2024-08-04 07:45:00.000000000,SMP_00100,UPLC,5.289,0.2268,0.1018,0.3286,96.714,2024-03-28,72.56564999999999,75.21,1.33194,1.419,6.7825,0.05413367293519396,37.02561,25.807407407407407,540.0200000000001,0.0033628753300448248
AtorvaCap,Plant_A,Line_1,2024-03-01,6.28,75.69,1.42,7.22,179.0,92.79,Pass,2024-03-01 06:16:48.000000000,SMP_00101,UPLC,5.013,0.1174,0.2469,0.3643,96.357,2024-03-28,78.22144,79.888,1.49804,1.661,6.625710000000001,0.046677768160057136,44.84825,31.276859504132233,475.3332,0.0037418983740254937
AtorvaCap,Plant_A,Line_2,2024-04-13,8.88,73.71,1.77,6.49,191.0,96.85,Pass,2024-04-13 08:52:48.000000000,SMP_00102,HPLC,5.027,0.3866,0.1559,0.5425,94.575,2024-07-19,76.95786,79.412,1.35684,1.475,6.82181,0.044409866726058296,40.26503,26.610108303249095,654.5448,0.00567617054669108
AmoxiTab,Plant_A,Line_1,2024-02-11,8.17,79.63,1.22,6.9,201.0,93.92,Pass,2024-02-11 08:10:12.000000000,SMP_00103,UPLC,5.312,0.2448,0.1865,0.4313,95.687,2024-08-01,73.79581,75.99,1.39017,1.513,6.90894,0.05236311061745029,39.21254,35.86936936936937,650.5771,0.004460785834703735
AtorvaCap,Plant_B,Line_1,2024-01-25,6.89,77.44,1.92,6.14,217.0,91.19,Pass,2024-01-25 06:53:24.000000000,SMP_00104,UPLC,5.171,0.2341,0.0729,0.307,96.93,2024-07-22,75.63586000000001,77.479,1.4054499999999999,1.547,6.802759999999999,0.05304241108525684,35.13918,26.52054794520548,533.5616,0.0031348922699887673
AtorvaCap,Plant_A,Line_1,2024-02-08,6.04,77.78,1.33,7.53,139.0,89.04,Pass,2024-02-08 06:02:24.000000000,SMP_00105,UPLC,5.394,0.1607,0.2491,0.4098,95.902,2024-03-29,75.06482,76.959,1.56203,1.673,6.8861099999999995,0.04673391150811655,29.71891,33.38197424892704,469.7912,0.004229014881013808
AmoxiTab,Plant_A,Line_1,2024-10-17,10.11,74.48,0.99,7.28,226.0,95.46,Pass,2024-10-17 10:06:36.000000000,SMP_00106,HPLC,5.282,0.125,0.0188,0.1438,98.562,2024-03-01,70.63531,72.609,1.40304,1.514,6.81017,0.04868846647489273,40.37082,37.42713567839196,752.9928,0.001444326148530564
AtorvaCap,Plant_B,Line_2,2024-05-10,5.59,86.78,1.4,7.9,188.0,90.87,Pass,2024-05-10 05:35:24.000000000,SMP_00107,HPLC,5.089,0.3064,0.1276,0.434,95.66,2024-09-27,75.14043,76.66,1.51686,1.628,6.65043,0.048855849602724565,45.86858,36.15833333333334,485.1002,0.004489964825160356
AmoxiTab,Plant_B,Line_1,2024-08-16,8.76,70.81,1.37,7.34,262.0,91.31,Pass,2024-08-16 08:45:36.000000000,SMP_00108,HPLC,5.315,0.317,0.2135,0.5305,94.695,2024-04-03,76.39411,77.913,1.4919399999999998,1.595,6.827780000000001,0.0530253569987839,48.6647,29.877637130801688,620.2956,0.0055436543184074405
MetforminXR,Plant_B,Line_2,2024-04-17,4.77,78.05,1.4,6.35,212.0,91.31,Pass,2024-04-17 04:46:12.000000000,SMP_00109,HPLC,5.439,0.2702,0.0902,0.3604,96.396,2024-11-02,76.64576,79.027,1.53543,1.671,6.79904,0.05219909825452786,36.45355,32.520833333333336,372.29849999999993,0.0037003573042014046
AtorvaCap,Plant_A,Line_2,2024-06-20,9.06,68.65,1.57,7.07,248.0,90.39,Pass,2024-06-20 09:03:36.000000000,SMP_00110,HPLC,5.289,0.1736,0.2291,0.4027,95.973,2024-01-27,74.53793999999999,77.187,1.6708600000000002,1.807,6.769679999999999,0.05229247198462346,51.047830000000005,26.71206225680934,621.969,0.004152702298577954
MetforminXR,Plant_B,Line_3,2024-04-11,9.46,69.63,1.83,6.43,253.0,91.38,Pass,2024-04-11 09:27:36.000000000,SMP_00111,UPLC,5.333,0.1435,0.1105,0.254,97.46,2024-08-01,76.83885000000001,79.307,1.55161,1.737,6.730729999999999,0.04810192356346115,40.22117,24.60424028268551,658.6998,0.002579727808247004
AmoxiTab,Plant_A,Line_2,2024-12-19,9.64,71.96,1.44,7.43,252.0,99.7,Pass,2024-12-19 09:38:24.000000000,SMP_00112,UPLC,5.166,0.1068,0.0819,0.1887,98.113,2024-03-14,77.91852,80.095,1.3433000000000002,1.484,6.7458,0.044882337755783534,40.10429,29.491803278688522,693.6944,0.00190388748196503
AtorvaCap,Plant_A,Line_3,2024-01-12,7.76,83.15,1.29,6.36,203.0,87.81,Pass,2024-01-12 07:45:36.000000000,SMP_00113,UPLC,5.399,0.1939,0.2829,0.4768,95.232,2024-03-01,73.86322,76.346,1.60162,1.743,6.8901,0.04843854796846131,33.64151,36.310043668122276,645.244,0.0049546928256712945
AmoxiTab,Plant_A,Line_2,2024-10-01,10.38,76.32,1.16,6.34,203.0,88.74,Pass,2024-10-01 10:22:48.000000000,SMP_00114,UPLC,5.084,0.1494,0.1923,0.3417,96.583,2024-07-04,67.73006000000001,69.178,1.61415,1.734,6.85421,0.053108483409913115,31.08322,35.33333333333333,792.2016,0.0035016345060102684
MetforminXR,Plant_A,Line_2,2024-04-10,11.46,72.05,1.36,6.16,213.0,97.54,Pass,2024-04-10 11:27:36.000000000,SMP_00115,HPLC,5.268,0.0791,0.2215,0.3006,96.994,2024-01-31,75.23037000000001,76.948,1.4927000000000001,1.631,6.72677,0.049619736827479013,36.19769,30.52966101694915,825.693,0.0030675347470253277
AmoxiTab,Plant_B,Line_2,2024-02-13,7.52,76.87,0.93,6.6,239.0,90.5,Pass,2024-02-13 07:31:12.000000000,SMP_00116,HPLC,5.714,0.3151,0.2615,0.5766,94.234,2024-08-06,74.37007,76.319,1.3689500000000001,1.525,6.966130000000001,0.05425913412839944,50.81061,39.82901554404145,578.0624,0.006054560346094882
AtorvaCap,Plant_B,Line_3,2024-10-31,7.32,75.18,1.28,6.52,205.0,90.2,Pass,2024-10-31 07:19:12.000000000,SMP_00117,UPLC,5.308,0.1181,0.0295,0.1476,98.524,2024-01-12,76.56281,78.54,1.44214,1.576,6.806560000000001,0.04966968060816562,48.697520000000004,32.973684210526315,550.3176000000001,0.0014830593625658134
AtorvaCap,Plant_A,Line_3,2024-01-17,8.22,72.54,1.87,6.3,216.0,96.14,Pass,2024-01-17 08:13:12.000000000,SMP_00118,HPLC,5.116,0.3484,0.2308,0.5792,94.208,2024-10-28,77.30733000000001,79.396,1.3549799999999999,1.495,6.62398,0.057545586672259744,41.31178,25.275261324041814,596.2788,0.006083522393076212
MetforminXR,Plant_A,Line_1,2024-11-25,7.28,68.02,1.25,7.6,228.0,86.32,Pass,2024-11-25 07:16:48.000000000,SMP_00119,UPLC,5.115,0.2894,0.1191,0.4085,95.915,2024-02-01,74.44896,76.561,1.58834,1.721,6.5892100000000005,0.048756309097056166,39.2903,30.231111111111108,495.18559999999997,0.004215033792498581
AmoxiTab,Plant_A,Line_3,2024-02-26,7.06,82.19,1.69,7.01,193.0,95.29,Pass,2024-02-26 07:03:36.000000000,SMP_00120,UPLC,5.186,0.2794,0.1297,0.4091,95.909,2024-06-08,74.7804,76.472,1.43483,1.554,6.83086,0.04814897336770167,35.99025,30.55390334572491,580.2614,0.004221486136478552
AtorvaCap,Plant_B,Line_3,2024-11-06,7.19,76.05,1.13,6.96,191.0,92.18,Pass,2024-11-06 07:11:24.000000000,SMP_00121,UPLC,5.37,0.4165,0.215,0.6315,93.685,2024-08-24,70.83397,72.853,1.35532,1.504,6.65429,0.052771145888485665,34.95496,35.70422535211268,546.7995,0.006669483022654063
MetforminXR,Plant_A,Line_3,2024-10-29,10.57,85.87,2.03,7.44,215.0,93.86,Pass,2024-10-29 10:34:11.999999999,SMP_00122,UPLC,5.229,0.1214,0.151,0.2724,97.276,2024-08-14,74.03131,76.083,1.5999700000000001,1.749,6.86919,0.04898333977749571,40.71384,28.33993399339934,907.6459000000001,0.00277178558345883
AtorvaCap,Plant_A,Line_3,2024-01-12,9.16,79.7,2.05,6.9,219.0,93.78,Pass,2024-01-12 09:09:36.000000000,SMP_00123,HPLC,5.07,0.3374,0.2276,0.565,94.35,2024-06-29,72.14395999999999,73.851,1.44089,1.552,6.74091,0.04501000898790057,40.88092,26.13114754098361,730.052,0.005925537493445202
AtorvaCap,Plant_B,Line_1,2024-11-13,7.28,77.76,1.68,6.5,233.0,89.49,Pass,2024-11-13 07:16:48.000000000,SMP_00124,UPLC,5.07,0.2202,0.1767,0.3969,96.031,2024-11-12,76.32655,77.937,1.40756,1.546,6.76284,0.045645918755020186,46.02076,29.014925373134332,566.0928,0.004090445321598251
AmoxiTab,Plant_B,Line_3,2024-03-20,4.32,72.82,2.1,6.12,240.0,96.2,Pass,2024-03-20 04:19:12.000000000,SMP_00125,HPLC,5.23,0.5071,0.1935,0.7006,92.994,2024-02-15,70.24679,72.748,1.5141300000000002,1.627,7.08284,0.054200100637276455,45.75897,23.49032258064516,314.5824,0.007453667255356725
AtorvaCap,Plant_A,Line_2,2024-08-03,5.68,69.52,1.61,6.48,187.0,89.8,Pass,2024-08-03 05:40:48.000000000,SMP_00126,UPLC,5.208,0.2119,0.1408,0.3527,96.473,2024-12-06,73.55422,75.168,1.60098,1.723,6.852799999999999,0.047528619767143405,45.11529,26.636015325670492,394.87359999999995,0.0036184379264001315
AmoxiTab,Plant_B,Line_2,2024-12-04,8.76,73.91,1.73,7.4,196.0,93.64,Pass,2024-12-04 08:45:36.000000000,SMP_00127,UPLC,5.291,0.1958,0.0948,0.2906,97.094,2024-03-20,76.46131,78.67,1.5484,1.649,6.692419999999999,0.053210498698256614,45.60877000000001,27.073260073260073,647.4516,0.0029624645747956045
AtorvaCap,Plant_B,Line_3,2024-09-20,4.82,69.38,1.88,6.3,191.0,96.95,Pass,2024-09-20 04:49:12.000000000,SMP_00128,UPLC,5.383,0.2926,0.1208,0.4134,95.866,2024-05-14,76.36213,78.645,1.41977,1.528,6.90993,0.045901795700003356,40.09303,24.09027777777778,334.4116,0.004267751326574856
MetforminXR,Plant_A,Line_3,2024-05-28,8.44,78.25,1.55,6.94,262.0,97.52,Pass,2024-05-28 08:26:24.000000000,SMP_00129,UPLC,5.745,0.2291,0.1718,0.4009,95.991,2024-09-16,76.42591999999999,78.157,1.52277,1.633,6.8436699999999995,0.047813200282057246,40.08959,30.686274509803923,660.43,0.004133373199575218
AtorvaCap,Plant_B,Line_2,2024-03-21,6.4,83.16,1.03,7.21,216.0,90.93,Pass,2024-03-21 06:24:00.000000000,SMP_00130,HPLC,4.908,0.1742,0.327,0.5012,94.988,2024-11-03,77.23446,79.525,1.4512299999999998,1.559,6.76129,0.04568453421746417,46.16501,40.9655172413793,532.224,0.005221486019085719
AmoxiTab,Plant_A,Line_2,2024-08-02,8.14,73.7,1.74,6.91,220.0,93.85,Pass,2024-08-02 08:08:24.000000000,SMP_00131,UPLC,5.337,0.153,0.2978,0.4508,95.492,2024-09-03,73.40852,75.787,1.4731,1.608,6.804729999999999,0.05328062831400688,43.13534,26.8978102189781,599.9180000000001,0.004671889897608091
AmoxiTab,Plant_B,Line_1,2024-07-16,8.1,79.72,1.36,6.96,222.0,90.56,Pass,2024-07-16 08:06:00.000000000,SMP_00132,HPLC,5.22,0.3958,0.1277,0.5235,94.765,2024-06-07,74.905,76.73,1.6169300000000002,1.72,6.769299999999999,0.04930005019769204,40.310010000000005,33.77966101694915,645.732,0.005466506552498303
MetforminXR,Plant_A,Line_2,2024-07-18,8.18,71.55,1.38,7.06,199.0,102.02,Pass,2024-07-18 08:10:48.000000000,SMP_00133,UPLC,4.831,0.1337,0.1848,0.3185,96.815,2024-07-21,77.7227,79.44,1.4882900000000001,1.636,6.703790000000001,0.049926470176074336,49.74588,30.063025210084035,585.279,0.003256146807749323
AtorvaCap,Plant_A,Line_2,2024-01-25,7.41,73.49,1.59,6.95,267.0,95.12,Pass,2024-01-25 07:24:36.000000000,SMP_00134,UPLC,5.45,0.2723,0.157,0.4293,95.707,2024-04-21,78.50854,80.495,1.34015,1.498,6.85282,0.04667843574538856,43.53205,28.374517374517374,544.5609,0.004439182272224348
AtorvaCap,Plant_A,Line_3,2024-03-29,7.36,70.93,1.67,7.44,232.0,92.34,Pass,2024-03-29 07:21:36.000000000,SMP_00135,UPLC,5.284,0.3556,0.1904,0.546,94.54,2024-10-18,74.41414,75.987,1.5750899999999999,1.67,6.6478600000000005,0.05019034878451328,50.29468,26.565543071161052,522.0448000000001,0.005714883818296002
MetforminXR,Plant_B,Line_2,2024-09-24,6.92,64.33,1.55,6.38,221.0,93.25,Pass,2024-09-24 06:55:12.000000000,SMP_00136,HPLC,5.36,0.3604,0.2007,0.5611,94.389,2024-11-05,73.24846,75.647,1.3659299999999999,1.489,6.84158,0.05366735930288975,44.04705,25.22745098039216,445.1636,0.005882229607187412
AtorvaCap,Plant_A,Line_1,2024-05-22,8.73,74.82,1.69,6.9,187.0,93.63,Pass,2024-05-22 08:43:48.000000000,SMP_00137,UPLC,4.86,0.1898,0.2222,0.412,95.88,2024-04-28,77.99608,79.605,1.58244,1.716,6.80906,0.053306019520986014,39.31434,27.814126394052042,653.1786,0.004252683732452519
AtorvaCap,Plant_B,Line_2,2024-02-28,9.21,75.64,1.29,6.07,185.0,93.75,Pass,2024-02-28 09:12:36.000000000,SMP_00138,UPLC,5.156,0.2294,0.0521,0.2815,97.185,2024-01-17,75.90495,77.548,1.65209,1.762,6.95088,0.05036077518036863,34.51637,33.03056768558952,696.6444,0.0028670367164027087
AmoxiTab,Plant_A,Line_3,2024-12-30,6.17,80.33,1.49,5.97,211.0,91.04,Pass,2024-12-30 06:10:12.000000000,SMP_00139,UPLC,4.984,0.21,0.2093,0.4193,95.807,2024-11-26,70.89524999999999,72.568,1.47387,1.606,6.782430000000001,0.04063616715203445,41.18229,32.261044176706825,495.6361,0.004331298356523805
AtorvaCap,Plant_A,Line_3,2024-01-26,7.92,78.98,1.75,6.77,199.0,90.42,Pass,2024-01-26 07:55:12.000000000,SMP_00140,UPLC,5.633,0.0965,0.1481,0.2446,97.554,2024-08-14,73.7908,75.875,1.29567,1.388,6.80812,0.06097031567852824,40.1987,28.720000000000002,625.5216,0.0024818881019542586
AtorvaCap,Plant_B,Line_2,2024-02-16,8.29,79.04,2.03,7.02,188.0,91.39,Pass,2024-02-16 08:17:23.999999999,SMP_00141,UPLC,5.429,0.3038,0.1236,0.4274,95.726,2024-12-26,76.43964,78.857,1.5727099999999998,1.695,6.75638,0.04549387349141129,46.977439999999994,26.08580858085809,655.2416,0.004418667162913798
MetforminXR,Plant_A,Line_3,2024-10-14,8.28,70.13,2.14,7.45,209.0,87.44,Pass,2024-10-14 08:16:48.000000000,SMP_00142,HPLC,5.064,0.2539,0.2435,0.4974,95.026,2024-04-26,76.44939000000001,77.994,1.42827,1.54,6.77058,0.048744267728253306,43.3592,22.334394904458595,580.6764,0.005179847124737051
MetforminXR,Plant_A,Line_1,2024-09-22,8.25,77.3,1.63,7.77,214.0,94.87,Pass,2024-09-22 08:15:00.000000000,SMP_00143,HPLC,4.893,0.3941,0.2973,0.6914,93.086,2024-02-12,75.30922,77.158,1.59244,1.695,6.90346,0.04489053352322719,37.29958,29.39163498098859,637.725,0.007348595965393364
AmoxiTab,Plant_B,Line_1,2024-01-16,7.4,82.91,1.75,7.33,224.0,88.79,Pass,2024-01-16 07:24:00.000000000,SMP_00144,UPLC,5.239,0.1677,0.2351,0.4028,95.972,2024-04-24,77.13371000000001,79.429,1.3706399999999999,1.486,6.74832,0.04382353963639433,41.806270000000005,30.14909090909091,613.534,0.00415377634781174
AtorvaCap,Plant_A,Line_2,2024-07-17,8.42,76.9,2.09,7.09,205.0,87.76,Pass,2024-07-17 08:25:12.000000000,SMP_00145,UPLC,5.418,0.3589,0.1385,0.4974,95.026,2024-10-09,74.03133,76.383,1.46425,1.599,6.743110000000001,0.045791555615162745,41.65315,24.886731391585762,647.498,0.005179847124737051
AtorvaCap,Plant_A,Line_2,2024-10-08,8.93,84.14,1.3,6.86,190.0,91.94,Pass,2024-10-08 08:55:48.000000000,SMP_00146,HPLC,4.853,0.3659,0.0939,0.4598,95.402,2024-02-06,72.72452,75.044,1.29242,1.419,6.87485,0.04769545115213899,41.13622,36.582608695652176,751.3702,0.0047696105889919295
AtorvaCap,Plant_A,Line_2,2024-03-26,8.21,85.09,1.69,6.19,191.0,91.48,Pass,2024-03-26 08:12:36.000000000,SMP_00147,UPLC,5.014,0.2547,0.0605,0.3152,96.848,2024-10-28,72.78251,74.437,1.44399,1.574,6.75624,0.048604385220124634,44.73554,31.63197026022305,698.5889000000001,0.003221322868121985
AmoxiTab,Plant_A,Line_3,2024-09-06,8.76,73.66,1.73,6.74,256.0,93.0,Pass,2024-09-06 08:45:36.000000000,SMP_00148,HPLC,4.979,0.0329,0.1946,0.2275,97.725,2024-04-22,74.03891,75.81,1.49274,1.611,6.90369,0.051095413817008134,33.29537,26.98168498168498,645.2615999999999,0.0023043808559128896
AmoxiTab,Plant_B,Line_1,2024-09-26,9.49,71.52,1.93,7.32,182.0,89.73,Pass,2024-09-26 09:29:24.000000000,SMP_00149,UPLC,5.373,0.1987,0.2263,0.425,95.75,2024-02-04,74.5035,76.385,1.51148,1.657,6.5469100000000005,0.04858525673202899,42.63941,24.409556313993175,678.7248,0.004392764857881137
MetforminXR,Plant_B,Line_1,2024-11-30,5.22,71.19,1.16,7.16,231.0,90.43,Pass,2024-11-30 05:13:12.000000000,SMP_00150,UPLC,5.126,0.4286,0.1719,0.6005,93.995,2024-05-11,73.14020000000001,74.927,1.48617,1.631,6.68049,0.05124796029446861,46.11772,32.95833333333333,371.61179999999996,0.00632138533607032
AmoxiTab,Plant_A,Line_3,2024-04-26,9.42,67.42,1.22,6.29,236.0,94.77,Pass,2024-04-26 09:25:12.000000000,SMP_00151,HPLC,5.134,0.2797,0.2547,0.5344,94.656,2024-12-01,75.86075,77.273,1.5104,1.66,6.759969999999999,0.05477344615815604,34.29589,30.369369369369373,635.0964,0.005586685623484151
AtorvaCap,Plant_B,Line_1,2024-01-07,8.51,72.41,1.51,7.05,216.0,94.52,Pass,2024-01-07 08:30:36.000000000,SMP_00152,UPLC,5.235,0.3193,0.0744,0.3937,96.063,2024-12-01,73.93892,75.814,1.4523400000000002,1.569,6.87752,0.05664357461755518,43.409549999999996,28.848605577689245,616.2090999999999,0.004056128493864809
AtorvaCap,Plant_A,Line_2,2024-05-16,6.33,81.04,1.61,7.01,273.0,94.36,Pass,2024-05-16 06:19:48.000000000,SMP_00153,HPLC,5.024,0.2411,0.1663,0.4074,95.926,2024-08-15,74.35145,76.065,1.1728,1.29,6.95076,0.053726039056748484,52.46768,31.049808429118773,512.9832,0.004203206569960588
AmoxiTab,Plant_B,Line_2,2024-06-24,9.2,63.98,1.84,6.94,235.0,92.14,Pass,2024-06-24 09:12:00.000000000,SMP_00154,HPLC,4.911,0.2277,0.16,0.3877,96.123,2024-05-26,74.17353,76.045,1.4588400000000001,1.571,6.78287,0.05039794267886955,39.29299,22.528169014084508,588.6159999999999,0.003991845391925702
